iso3,country,year,avg_download_mbps,gdp_pc_usd
ESP,Spain,2024,205.17,35297.0094995565
EST,Estonia,2024,80.14,31170.0915091887
FIN,Finland,2024,114.33,53188.6186245158
FJI,Fiji,2024,26.36,6288.39867264416
FRA,France,2024,223.72,46150.4876861593
GAB,Gabon,2024,41.42,8218.76307061848
GBR,United Kingdom,2024,108.61,52636.7865943853
GEO,Georgia,2024,34.4,9193.66366361489
GHA,Ghana,2024,37.8,2405.79466378083
GIN,Guinea,2024,9.35,1717.02318120779
GRC,Greece,2024,47.03,24752.1068401681
GTM,Guatemala,2024,52.32,6150.02597767851
GUY,Guyana,2024,90.78,29883.6341152001
HKG,Hong Kong (SAR),2024,280.0,54107.034521746
HND,Honduras,2024,50.52,3426.43483328923
HRV,Croatia,2024,50.69,23931.4528382746
HTI,Haiti,2024,41.57,2142.62330526788
HUN,Hungary,2024,174.95,23310.7512733957
IDN,Indonesia,2024,32.06,4925.43048751861
IND,India,2024,63.79,2696.66389984463
IRL,Ireland,2024,133.34,107316.337306921
IRN,Iran,2024,14.81,4771.40029026226
IRQ,Iraq,2024,33.35,6073.61032342708
ISL,Iceland,2024,213.98,82703.8579937471
ISR,Israel,2024,206.42,54176.6844383302
ITA,Italy,2024,78.42,40226.0472416173
JAM,Jamaica,2024,76.44,7019.74634780454
JOR,Jordan,2024,150.88,4618.09592498567
JPN,Japan,2024,197.78,32475.8924992191
KAZ,Kazakhstan,2024,58.81,14005.3487362345
KEN,Kenya,2024,11.59,2206.1349785176
KGZ,Kyrgyzstan,2024,65.44,2419.26553574523
KHM,Cambodia,2024,45.52,2627.8796974226
KWT,Kuwait,2024,188.29,32213.8622292316
LAO,Laos,2024,38.8,2123.97909411797
LBR,Liberia,2024,8.9,846.277368387389
LBY,Libya,2024,11.1,6318.40314031017
LCA,Saint Lucia,2024,94.01,14181.6303351598
LKA,Sri Lanka,2024,22.94,4515.56787322732
LTU,Lithuania,2024,119.59,29386.2878350187
LUX,Luxembourg,2024,142.05,137516.587324367
LVA,Latvia,2024,92.62,23367.5986788961
MAC,Macau (SAR),2024,162.24,73046.8890267079
MAR,Morocco,2024,29.57,3993.38745117188
MDA,Moldova,2024,120.73,7617.51613089815
MDG,Madagascar,2024,27.41,544.997302693127
MDV,Maldives,2024,13.27,13215.5353637008
MEX,Mexico,2024,79.31,14157.9445835849
MKD,North Macedonia,2024,42.26,9310.02790015256
MLT,Malta,2024,116.51,42347.3073860173
MMR,Myanmar (Burma),2024,21.56,1359.25961394135
MNE,Montenegro,2024,61.13,12935.4522712126
MNG,Mongolia,2024,71.45,6691.48209834228
MOZ,Mozambique,2024,16.48,647.28579950207
MRT,Mauritania,2024,19.3,2082.78374423714
MUS,Mauritius,2024,51.61,11871.733679438
MYS,Malaysia,2024,131.03,11867.2586435443
NAM,Namibia,2024,14.73,4413.1274418646
NGA,Nigeria,2024,21.59,806.945695055244
NIC,Nicaragua,2024,59.51,2847.53966339498
NLD,Netherlands,2024,186.84,68218.7261019406
NOR,Norway,2024,129.0,86809.7246897431
NPL,Nepal,2024,71.62,1447.31004458428
NZL,New Zealand,2024,178.8,48747.0136853042
OMN,Oman,2024,72.64,20248.4168124608
PAK,Pakistan,2024,15.52,1484.74985864775
PAN,Panama,2024,151.94,19102.8521936399
PER,Peru,2024,166.89,8452.37167047598
PHL,Philippines,2024,94.43,3984.8315387656
POL,Poland,2024,154.51,25022.6716445953
PRT,Portugal,2024,172.13,28844.4979246799
PRY,Paraguay,2024,92.67,6416.09709002917
PSE,Palestine,2024,68.16,2592.30591217647
QAT,Qatar,2024,173.33,76275.9076782833
ROU,Romania,2024,200.94,20072.4079244042
RUS,Russia,2024,88.08,14889.0185546875
RWA,Rwanda,2024,30.5,999.654561402699
SAU,Saudi Arabia,2024,112.24,35057.2252306969
SEN,Senegal,2024,21.65,1743.98888384359
SGP,Singapore,2024,297.57,90674.066632628
SLE,Sierra Leone,2024,24.72,873.388575182318
SLV,El Salvador,2024,55.77,5579.65969165029
SOM,Somalia,2024,16.76,636.983477589273
SRB,Serbia,2024,82.28,13523.7246826854
SUR,Suriname,2024,12.09,7430.70219176443
SVK,Slovakia,2024,81.08,26147.9028430133
SVN,Slovenia,2024,92.98,34089.3527652778
SWE,Sweden,2024,138.62,57723.2345031532
TGO,Togo,2024,30.68,1043.14092889765
THA,Thailand,2024,232.15,7345.13569000377
TJK,Tajikistan,2024,29.26,1341.20229027672
TKM,Turkmenistan,2024,3.53,8571.60702949432
TTO,Trinidad and Tobago,2024,119.78,19314.7163432664
TUN,Tunisia,2024,10.58,4350.3717971875
TUR,Türkiye,2024,42.9,15473.2872636856
TZA,Tanzania,2024,18.61,1185.74548339844
UGA,Uganda,2024,17.09,1072.71369837695
UKR,Ukraine,2024,81.84,5389.47314453125
URY,Uruguay,2024,156.02,23906.5133029408
USA,United States,2024,242.27,85809.9003846356
UZB,Uzbekistan,2024,69.37,3161.70010632875
VNM,Vietnam,2024,151.69,4717.29028732449
XKX,Kosovo,2024,69.35,7299.43498083118
ZAF,South Africa,2024,47.35,6253.37158194543
ZMB,Zambia,2024,18.2,1235.08466482514
ZWE,Zimbabwe,2024,21.81,2656.40937654332
